contrast_id	cohort_number	disease	accession	ontology_domain	role_code	category	term	description	fdr	role_marker_count	detected_marker_count	dep_marker_count	proximity_score
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	C13	Chronic kidney disease	PXD016433	Kidney/urinary	R17	TISSUES	BTO:0000759	Liver	0.0093	7	7	4	-2.35
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	C13	Chronic kidney disease	PXD016433	Kidney/urinary	R18	TISSUES	BTO:0000763	Lung	0.0101	6	5	3	-3.0
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	C13	Chronic kidney disease	PXD016433	Kidney/urinary	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	8	4	-2.7
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	6	2	-1.4
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	6	2	-1.4
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	8	3	-0.7499999999999998
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	5	2	-1.0499999999999998
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	6	2	-1.4
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	7	2	-1.75
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	2	1	0.65
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R8	Component	GO:0005576	Extracellular region	0.0144	9	8	3	-0.7499999999999998
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R9	Component	GO:0005615	Extracellular space	0.0144	8	8	3	-0.7499999999999998
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	7	2	-1.75
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	3	2	-0.3500000000000001
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	4	2	-0.7000000000000001
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	3	0	-1.0499999999999998
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	3	0	-1.0499999999999998
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	4	1	-2.0500000000000003
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	8	3	-0.7499999999999998
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R17	TISSUES	BTO:0000759	Liver	0.0093	7	7	3	-0.3999999999999999
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R18	TISSUES	BTO:0000763	Lung	0.0101	6	5	2	-1.0499999999999998
primary__ckd_all_vs_nor_control__chronic_kidney_disease__PXD016433__all_ckd_vs_control	C14	Chronic kidney disease	PXD016433	Kidney/urinary	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	8	3	-0.7499999999999998
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	6	1	-0.7499999999999999
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	6	1	-0.7499999999999999
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	8	2	-0.09999999999999987
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	5	1	-0.3999999999999999
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	6	1	-0.7499999999999999
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	7	1	-1.0999999999999999
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	2	1	0.65
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R8	Component	GO:0005576	Extracellular region	0.0144	9	8	2	-0.09999999999999987
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R9	Component	GO:0005615	Extracellular space	0.0144	8	8	2	-0.09999999999999987
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	7	1	-1.0999999999999999
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	3	1	0.30000000000000004
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	4	1	-0.04999999999999993
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	3	0	-1.0499999999999998
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	3	0	-1.0499999999999998
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	4	0	-1.4
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	8	2	-0.09999999999999987
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R17	TISSUES	BTO:0000759	Liver	0.0093	7	7	2	0.2500000000000001
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R18	TISSUES	BTO:0000763	Lung	0.0101	6	5	1	-0.3999999999999999
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_3_vs_control	C15	Chronic kidney disease	PXD016433	Kidney/urinary	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	8	2	-0.09999999999999987
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	6	0	0.4
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	6	0	0.4
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	8	0	0.40000000000000013
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	5	0	0.050000000000000044
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	6	0	0.4
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	7	0	0.050000000000000044
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	2	0	0.4
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R8	Component	GO:0005576	Extracellular region	0.0144	9	8	0	0.40000000000000013
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R9	Component	GO:0005615	Extracellular space	0.0144	8	8	0	0.40000000000000013
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	7	0	0.050000000000000044
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	3	0	0.35
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	4	0	0.0
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	3	0	-0.35
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	3	0	-0.35
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	4	0	0.0
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	8	0	0.40000000000000013
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R17	TISSUES	BTO:0000759	Liver	0.0093	7	7	0	0.7500000000000001
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R18	TISSUES	BTO:0000763	Lung	0.0101	6	5	0	0.75
subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_1_vs_control	C16	Chronic kidney disease	PXD016433	Kidney/urinary	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	8	0	0.40000000000000013
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	5	0	0.35
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	5	0	0.35
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	5	0	0.35
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	4	0	0.0
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	5	0	0.35
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	5	0	0.35
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	1	0	-0.35
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R8	Component	GO:0005576	Extracellular region	0.0144	9	5	0	0.35
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R9	Component	GO:0005615	Extracellular space	0.0144	8	5	0	0.35
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	5	0	0.35
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	2	0	0.0
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	2	0	0.0
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	2	0	0.7
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	2	0	0.7
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	4	0	0.7
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	5	0	0.35
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R17	TISSUES	BTO:0000759	Liver	0.0093	7	4	0	0.7
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R18	TISSUES	BTO:0000763	Lung	0.0101	6	4	0	0.0
PXD016571_urine_Bad_vs_Good	C17	T2D renal dysfunction/prognosis Bad vs Good	PXD016571	Kidney/urinary	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	5	0	0.35
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	4	0	0.6999999999999998
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	4	0	0.6999999999999998
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	6	0	0.6999999999999998
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	3	0	0.35
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	4	0	0.6999999999999998
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	5	0	1.0499999999999998
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	1	0	0.35
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R8	Component	GO:0005576	Extracellular region	0.0144	9	6	0	0.6999999999999998
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R9	Component	GO:0005615	Extracellular space	0.0144	8	6	0	0.6999999999999998
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	5	0	1.0499999999999998
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	3	0	0.35
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	4	0	0.7
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	2	0	0.7
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	2	0	0.7
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	3	0	0.35
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	6	0	0.6999999999999998
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R17	TISSUES	BTO:0000759	Liver	0.0093	7	5	0	0.35
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R18	TISSUES	BTO:0000763	Lung	0.0101	6	4	0	0.6999999999999998
PXD054937_tissue_PTDM_vs_NG	C18	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	Kidney/urinary	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	6	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	4	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	4	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	6	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	3	0	0.35
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	4	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	5	0	0.34999999999999987
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	1	0	0.35
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R8	Component	GO:0005576	Extracellular region	0.0144	9	6	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R9	Component	GO:0005615	Extracellular space	0.0144	8	6	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	5	0	0.34999999999999987
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	3	0	1.0499999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	4	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	2	0	0.0
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	2	0	0.0
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	3	0	0.35
