cohort_number	disease_domain	disease_ontology_parent	disease_ontology_detail	disease_or_context	study_accession	case_label	control_or_comparator_label	n_case	n_control_or_comparator	human_disease_scope	analysis_context	source_collection	de_method	cohort_caveat_flags	display_contrast	compact_label	contrast_id	marker	op_reference_log2FC_chronic_vs_control	op_reference_direction	marker_detected_in_external_cohort	external_display_gene	external_feature_id	external_uniprot_id	external_protein_name	external_log2FC_case_vs_control_or_comparator	external_p_value	external_FDR	external_abs_log2FC	external_de_tier	external_direction	direction_agreement_with_op_reference	concordance_status	n_total	result_label_for_summary	summary_sentence_fragment
C08	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs post-transplant diabetes	PXD054961	T2DM	PTDM	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs PTDM	PXD054961\nT2DM>PTDM	PXD054961_serum_T2DM_vs_PTDM	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	P22352	P22352	Glutathione peroxidase 3	-0.5634711688690288	0.2588905151406534	0.7856826501223382	0.5634711688690288	not_tiered	down_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	GPX3 had external log2FC=-0.5634711688690288 with FDR=0.7856826501223382 in pre-existing type 2 diabetes vs post-transplant diabetes (PXD054961); status=weak_same_direction.
C08	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs post-transplant diabetes	PXD054961	T2DM	PTDM	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs PTDM	PXD054961\nT2DM>PTDM	PXD054961_serum_T2DM_vs_PTDM	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275	von Willebrand factor	0.5245758698907323	0.3723117950590999	0.8295676662076708	0.5245758698907323	not_tiered	up_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	VWF had external log2FC=0.5245758698907323 with FDR=0.8295676662076708 in pre-existing type 2 diabetes vs post-transplant diabetes (PXD054961); status=weak_same_direction.
C08	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs post-transplant diabetes	PXD054961	T2DM	PTDM	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs PTDM	PXD054961\nT2DM>PTDM	PXD054961_serum_T2DM_vs_PTDM	C4B	-4.150000000000002	down_in_chronic	True	C4B	P0C0L5	P0C0L5	Complement C4-B	0.6107796238976562	0.223504221849734	0.7837811951545334	0.6107796238976562	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	C4B had external log2FC=0.6107796238976562 with FDR=0.7837811951545334 in pre-existing type 2 diabetes vs post-transplant diabetes (PXD054961); status=weak_opposite_direction.
C08	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs post-transplant diabetes	PXD054961	T2DM	PTDM	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs PTDM	PXD054961\nT2DM>PTDM	PXD054961_serum_T2DM_vs_PTDM	CD44	1.5799999999999983	up_in_chronic	True	CD44	P16070	P16070	CD44 antigen	-2.285000361007586	0.2377936005086673	0.7856826501223382	2.285000361007586	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	CD44 had external log2FC=-2.285000361007586 with FDR=0.7856826501223382 in pre-existing type 2 diabetes vs post-transplant diabetes (PXD054961); status=weak_opposite_direction.
C08	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs post-transplant diabetes	PXD054961	T2DM	PTDM	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs PTDM	PXD054961\nT2DM>PTDM	PXD054961_serum_T2DM_vs_PTDM	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	P36980	P36980	Complement factor H-related protein 2	-0.2814394812581007	0.36861736177749	0.8295676662076708	0.2814394812581007	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	CFHR2 had external log2FC=-0.2814394812581007 with FDR=0.8295676662076708 in pre-existing type 2 diabetes vs post-transplant diabetes (PXD054961); status=weak_opposite_direction.
C08	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs post-transplant diabetes	PXD054961	T2DM	PTDM	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs PTDM	PXD054961\nT2DM>PTDM	PXD054961_serum_T2DM_vs_PTDM	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	Q06033	Q06033	Inter-alpha-trypsin inhibitor heavy chain H3	0.5120523345865973	0.1191247962902151	0.7808891016452629	0.5120523345865973	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	ITIH3 had external log2FC=0.5120523345865973 with FDR=0.7808891016452629 in pre-existing type 2 diabetes vs post-transplant diabetes (PXD054961); status=weak_opposite_direction.
C08	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs post-transplant diabetes	PXD054961	T2DM	PTDM	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs PTDM	PXD054961\nT2DM>PTDM	PXD054961_serum_T2DM_vs_PTDM	LRG1	-1.7199999999999989	down_in_chronic	True	LRG1	P02750	P02750	Leucine-rich alpha-2-glycoprotein	-0.3386051637610183	0.4958590374285222	0.8626588733345524	0.3386051637610183	not_tiered	down_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	LRG1 had external log2FC=-0.3386051637610183 with FDR=0.8626588733345524 in pre-existing type 2 diabetes vs post-transplant diabetes (PXD054961); status=weak_same_direction.
C08	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs post-transplant diabetes	PXD054961	T2DM	PTDM	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs PTDM	PXD054961\nT2DM>PTDM	PXD054961_serum_T2DM_vs_PTDM	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	16	Not detected or not mapped	MYH7B was not detected or not mapped in pre-existing type 2 diabetes vs post-transplant diabetes (PXD054961).
C09	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients	PXD054961	T2DM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs NG	PXD054961\nT2DM>NG	PXD054961_serum_T2DM_vs_NG	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	16	Not detected or not mapped	ACTG1 was not detected or not mapped in pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients (PXD054961).
C09	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients	PXD054961	T2DM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs NG	PXD054961\nT2DM>NG	PXD054961_serum_T2DM_vs_NG	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	16	Not detected or not mapped	DNAH9 was not detected or not mapped in pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients (PXD054961).
C09	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients	PXD054961	T2DM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs NG	PXD054961\nT2DM>NG	PXD054961_serum_T2DM_vs_NG	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	P22352	P22352	Glutathione peroxidase 3	-0.9028743304335548	0.0298268014164943	0.443851211554975	0.9028743304335548	not_tiered	down_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	GPX3 had external log2FC=-0.9028743304335548 with FDR=0.443851211554975 in pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_same_direction.
C09	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients	PXD054961	T2DM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs NG	PXD054961\nT2DM>NG	PXD054961_serum_T2DM_vs_NG	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275	von Willebrand factor	0.6059801663032793	0.1498390983483301	0.6458581825359055	0.6059801663032793	not_tiered	up_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	VWF had external log2FC=0.6059801663032793 with FDR=0.6458581825359055 in pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_same_direction.
C09	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients	PXD054961	T2DM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs NG	PXD054961\nT2DM>NG	PXD054961_serum_T2DM_vs_NG	C4B	-4.150000000000002	down_in_chronic	True	C4B	P0C0L5	P0C0L5	Complement C4-B	-0.0356695091084482	0.922366837187124	0.9829916965409216	0.0356695091084482	not_tiered	down_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	C4B had external log2FC=-0.0356695091084482 with FDR=0.9829916965409216 in pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_same_direction.
C09	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients	PXD054961	T2DM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs NG	PXD054961\nT2DM>NG	PXD054961_serum_T2DM_vs_NG	CD44	1.5799999999999983	up_in_chronic	True	CD44	P16070	P16070	CD44 antigen	-0.2761707823453267	0.8917435367394365	0.9772383604119672	0.2761707823453267	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	CD44 had external log2FC=-0.2761707823453267 with FDR=0.9772383604119672 in pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_opposite_direction.
C09	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients	PXD054961	T2DM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs NG	PXD054961\nT2DM>NG	PXD054961_serum_T2DM_vs_NG	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	P36980	P36980	Complement factor H-related protein 2	-0.4940337782819348	0.1435466160530197	0.6335571862585877	0.4940337782819348	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	CFHR2 had external log2FC=-0.4940337782819348 with FDR=0.6335571862585877 in pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_opposite_direction.
C09	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients	PXD054961	T2DM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs NG	PXD054961\nT2DM>NG	PXD054961_serum_T2DM_vs_NG	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	Q06033	Q06033	Inter-alpha-trypsin inhibitor heavy chain H3	0.2637797918925031	0.3608481459554601	0.8025981894027138	0.2637797918925031	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	ITIH3 had external log2FC=0.2637797918925031 with FDR=0.8025981894027138 in pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_opposite_direction.
C09	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients	PXD054961	T2DM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs NG	PXD054961\nT2DM>NG	PXD054961_serum_T2DM_vs_NG	LRG1	-1.7199999999999989	down_in_chronic	True	LRG1	P02750	P02750	Leucine-rich alpha-2-glycoprotein	0.2725961467439894	0.567450679102775	0.8844306095741507	0.2725961467439894	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	LRG1 had external log2FC=0.2725961467439894 with FDR=0.8844306095741507 in pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_opposite_direction.
C09	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients	PXD054961	T2DM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | T2DM vs NG	PXD054961\nT2DM>NG	PXD054961_serum_T2DM_vs_NG	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	16	Not detected or not mapped	MYH7B was not detected or not mapped in pre-existing type 2 diabetes vs normoglycemic kidney transplant recipients (PXD054961).
C10	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Diabetes mellitus	PXD054961	case	control	16	8	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	kidney_transplant_population_not_general_diabetes	PXD054961 | case vs control	PXD054961\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PXD054961__case_vs_control	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	24	Not detected or not mapped	ACTG1 was not detected or not mapped in Diabetes mellitus (PXD054961).
C10	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Diabetes mellitus	PXD054961	case	control	16	8	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	kidney_transplant_population_not_general_diabetes	PXD054961 | case vs control	PXD054961\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PXD054961__case_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	24	Not detected or not mapped	DNAH9 was not detected or not mapped in Diabetes mellitus (PXD054961).
C10	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Diabetes mellitus	PXD054961	case	control	16	8	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	kidney_transplant_population_not_general_diabetes	PXD054961 | case vs control	PXD054961\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PXD054961__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	P22352	P22352	Glutathione peroxidase 3	-0.517384496026514	0.192042978267079	0.669387561603844	0.517384496026514	not_tiered	down_in_case	same_direction	weak_same_direction	24	Detected, same direction, weak/non-tiered	GPX3 had external log2FC=-0.517384496026514 with FDR=0.669387561603844 in Diabetes mellitus (PXD054961); status=weak_same_direction.
C10	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Diabetes mellitus	PXD054961	case	control	16	8	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	kidney_transplant_population_not_general_diabetes	PXD054961 | case vs control	PXD054961\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PXD054961__case_vs_control	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275	von Willebrand factor	0.447446322191915	0.315244927058011	0.781906840859091	0.447446322191915	not_tiered	up_in_case	same_direction	weak_same_direction	24	Detected, same direction, weak/non-tiered	VWF had external log2FC=0.447446322191915 with FDR=0.781906840859091 in Diabetes mellitus (PXD054961); status=weak_same_direction.
C10	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Diabetes mellitus	PXD054961	case	control	16	8	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	kidney_transplant_population_not_general_diabetes	PXD054961 | case vs control	PXD054961\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PXD054961__case_vs_control	C4B	-4.150000000000002	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	24	Not detected or not mapped	C4B was not detected or not mapped in Diabetes mellitus (PXD054961).
C10	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Diabetes mellitus	PXD054961	case	control	16	8	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	kidney_transplant_population_not_general_diabetes	PXD054961 | case vs control	PXD054961\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PXD054961__case_vs_control	CD44	1.5799999999999983	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	24	Not detected or not mapped	CD44 was not detected or not mapped in Diabetes mellitus (PXD054961).
C10	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Diabetes mellitus	PXD054961	case	control	16	8	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	kidney_transplant_population_not_general_diabetes	PXD054961 | case vs control	PXD054961\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PXD054961__case_vs_control	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	P36980	P36980	Complement factor H-related protein 2	-0.249559960921946	0.369724473293495	0.785250438049262	0.249559960921946	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	24	Detected, opposite direction, weak/non-tiered	CFHR2 had external log2FC=-0.249559960921946 with FDR=0.785250438049262 in Diabetes mellitus (PXD054961); status=weak_opposite_direction.
C10	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Diabetes mellitus	PXD054961	case	control	16	8	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	kidney_transplant_population_not_general_diabetes	PXD054961 | case vs control	PXD054961\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PXD054961__case_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	Q06033	Q06033	Inter-alpha-trypsin inhibitor heavy chain H3	0.111507698282297	0.696722125288009	0.889480203129541	0.111507698282297	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	24	Detected, opposite direction, weak/non-tiered	ITIH3 had external log2FC=0.111507698282297 with FDR=0.889480203129541 in Diabetes mellitus (PXD054961); status=weak_opposite_direction.
C10	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Diabetes mellitus	PXD054961	case	control	16	8	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	kidney_transplant_population_not_general_diabetes	PXD054961 | case vs control	PXD054961\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PXD054961__case_vs_control	LRG1	-1.7199999999999989	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	24	Not detected or not mapped	LRG1 was not detected or not mapped in Diabetes mellitus (PXD054961).
C10	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Diabetes mellitus	PXD054961	case	control	16	8	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	kidney_transplant_population_not_general_diabetes	PXD054961 | case vs control	PXD054961\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PXD054961__case_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	24	Not detected or not mapped	MYH7B was not detected or not mapped in Diabetes mellitus (PXD054961).
C11	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Metabolic dysfunction	PAD000040	case	control	47	69	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PAD000040 | case vs control	PAD000040\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PAD000040__case_vs_control	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	116	Not detected or not mapped	ACTG1 was not detected or not mapped in Metabolic dysfunction (PAD000040).
C11	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Metabolic dysfunction	PAD000040	case	control	47	69	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PAD000040 | case vs control	PAD000040\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PAD000040__case_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	116	Not detected or not mapped	DNAH9 was not detected or not mapped in Metabolic dysfunction (PAD000040).
C11	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Metabolic dysfunction	PAD000040	case	control	47	69	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PAD000040 | case vs control	PAD000040\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PAD000040__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	116	Not detected or not mapped	GPX3 was not detected or not mapped in Metabolic dysfunction (PAD000040).
C11	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Metabolic dysfunction	PAD000040	case	control	47	69	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PAD000040 | case vs control	PAD000040\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PAD000040__case_vs_control	VWF	4.280000000000001	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	116	Not detected or not mapped	VWF was not detected or not mapped in Metabolic dysfunction (PAD000040).
C11	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Metabolic dysfunction	PAD000040	case	control	47	69	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PAD000040 | case vs control	PAD000040\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PAD000040__case_vs_control	C4B	-4.150000000000002	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	116	Not detected or not mapped	C4B was not detected or not mapped in Metabolic dysfunction (PAD000040).
C11	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Metabolic dysfunction	PAD000040	case	control	47	69	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PAD000040 | case vs control	PAD000040\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PAD000040__case_vs_control	CD44	1.5799999999999983	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	116	Not detected or not mapped	CD44 was not detected or not mapped in Metabolic dysfunction (PAD000040).
C11	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Metabolic dysfunction	PAD000040	case	control	47	69	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PAD000040 | case vs control	PAD000040\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PAD000040__case_vs_control	CFHR2	1.4699999999999989	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	116	Not detected or not mapped	CFHR2 was not detected or not mapped in Metabolic dysfunction (PAD000040).
C11	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Metabolic dysfunction	PAD000040	case	control	47	69	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PAD000040 | case vs control	PAD000040\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PAD000040__case_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	116	Not detected or not mapped	ITIH3 was not detected or not mapped in Metabolic dysfunction (PAD000040).
C11	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Metabolic dysfunction	PAD000040	case	control	47	69	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PAD000040 | case vs control	PAD000040\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PAD000040__case_vs_control	LRG1	-1.7199999999999989	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	116	Not detected or not mapped	LRG1 was not detected or not mapped in Metabolic dysfunction (PAD000040).
C11	Metabolic/endocrine	metabolic disease / diabetes mellitus	Metabolic dysfunction including diabetes mellitus	Metabolic dysfunction	PAD000040	case	control	47	69	human	metabolic_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PAD000040 | case vs control	PAD000040\ncase>control	primary__curated_gate2_case_control__metabolic_dysfunction__PAD000040__case_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	116	Not detected or not mapped	MYH7B was not detected or not mapped in Metabolic dysfunction (PAD000040).
C12	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	post-transplant diabetes vs normoglycemic kidney transplant recipients	PXD054961	PTDM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | PTDM vs NG	PXD054961\nPTDM>NG	PXD054961_serum_PTDM_vs_NG	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	16	Not detected or not mapped	ACTG1 was not detected or not mapped in post-transplant diabetes vs normoglycemic kidney transplant recipients (PXD054961).
