cohort_number	disease_domain	disease_ontology_parent	disease_ontology_detail	disease_or_context	study_accession	case_label	control_or_comparator_label	n_case	n_control_or_comparator	human_disease_scope	analysis_context	source_collection	de_method	cohort_caveat_flags	display_contrast	compact_label	contrast_id	marker	op_reference_log2FC_chronic_vs_control	op_reference_direction	marker_detected_in_external_cohort	external_display_gene	external_feature_id	external_uniprot_id	external_protein_name	external_log2FC_case_vs_control_or_comparator	external_p_value	external_FDR	external_abs_log2FC	external_de_tier	external_direction	direction_agreement_with_op_reference	concordance_status	n_total	result_label_for_summary	summary_sentence_fragment
C18	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	PTDM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | PTDM vs NG	PXD054937\nPTDM>NG	PXD054937_tissue_PTDM_vs_NG	LRG1	-1.7199999999999989	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	11	Not detected or not mapped	LRG1 was not detected or not mapped in proximal tubule tissue post-transplant diabetes vs normoglycemic (PXD054937).
C18	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue post-transplant diabetes vs normoglycemic	PXD054937	PTDM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | PTDM vs NG	PXD054937\nPTDM>NG	PXD054937_tissue_PTDM_vs_NG	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	11	Not detected or not mapped	MYH7B was not detected or not mapped in proximal tubule tissue post-transplant diabetes vs normoglycemic (PXD054937).
C19	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	T2DM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs NG	PXD054937\nT2DM>NG	PXD054937_tissue_T2DM_vs_NG	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	11	Not detected or not mapped	ACTG1 was not detected or not mapped in proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic (PXD054937).
C19	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	T2DM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs NG	PXD054937\nT2DM>NG	PXD054937_tissue_T2DM_vs_NG	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	11	Not detected or not mapped	DNAH9 was not detected or not mapped in proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic (PXD054937).
C19	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	T2DM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs NG	PXD054937\nT2DM>NG	PXD054937_tissue_T2DM_vs_NG	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	P22352	P22352	Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2	-0.1598003110038597	0.3622738453246014	0.9998835168238576	0.1598003110038597	not_tiered	down_in_case	same_direction	weak_same_direction	11	Detected, same direction, weak/non-tiered	GPX3 had external log2FC=-0.1598003110038597 with FDR=0.9998835168238576 in proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic (PXD054937); status=weak_same_direction.
C19	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	T2DM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs NG	PXD054937\nT2DM>NG	PXD054937_tissue_T2DM_vs_NG	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275	von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4	0.334678611573258	0.3269148507510695	0.9998835168238576	0.334678611573258	not_tiered	up_in_case	same_direction	weak_same_direction	11	Detected, same direction, weak/non-tiered	VWF had external log2FC=0.334678611573258 with FDR=0.9998835168238576 in proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic (PXD054937); status=weak_same_direction.
C19	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	T2DM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs NG	PXD054937\nT2DM>NG	PXD054937_tissue_T2DM_vs_NG	C4B	-4.150000000000002	down_in_chronic	True	C4B	P0C0L5	P0C0L5	Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2	-0.0229698386134469	0.8693000403804145	0.9998835168238576	0.0229698386134469	not_tiered	down_in_case	same_direction	weak_same_direction	11	Detected, same direction, weak/non-tiered	C4B had external log2FC=-0.0229698386134469 with FDR=0.9998835168238576 in proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic (PXD054937); status=weak_same_direction.
C19	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	T2DM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs NG	PXD054937\nT2DM>NG	PXD054937_tissue_T2DM_vs_NG	CD44	1.5799999999999983	up_in_chronic	True	CD44	P16070	P16070	CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3	-0.1751915828427357	0.3573195121297632	0.9998835168238576	0.1751915828427357	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	11	Detected, opposite direction, weak/non-tiered	CD44 had external log2FC=-0.1751915828427357 with FDR=0.9998835168238576 in proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic (PXD054937); status=weak_opposite_direction.
C19	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	T2DM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs NG	PXD054937\nT2DM>NG	PXD054937_tissue_T2DM_vs_NG	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	P36980	P36980	Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1	0.1420549009991027	0.4889341598060811	0.9998835168238576	0.1420549009991027	not_tiered	up_in_case	same_direction	weak_same_direction	11	Detected, same direction, weak/non-tiered	CFHR2 had external log2FC=0.1420549009991027 with FDR=0.9998835168238576 in proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic (PXD054937); status=weak_same_direction.
C19	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	T2DM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs NG	PXD054937\nT2DM>NG	PXD054937_tissue_T2DM_vs_NG	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	Q06033	Q06033	Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2	0.4462231946669295	0.0873326543500786	0.9998835168238576	0.4462231946669295	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	11	Detected, opposite direction, weak/non-tiered	ITIH3 had external log2FC=0.4462231946669295 with FDR=0.9998835168238576 in proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic (PXD054937); status=weak_opposite_direction.
C19	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	T2DM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs NG	PXD054937\nT2DM>NG	PXD054937_tissue_T2DM_vs_NG	LRG1	-1.7199999999999989	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	11	Not detected or not mapped	LRG1 was not detected or not mapped in proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic (PXD054937).
C19	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	T2DM	NG	6	5	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs NG	PXD054937\nT2DM>NG	PXD054937_tissue_T2DM_vs_NG	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	11	Not detected or not mapped	MYH7B was not detected or not mapped in proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic (PXD054937).
C20	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	T2DM	PTDM	6	6	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs PTDM	PXD054937\nT2DM>PTDM	PXD054937_tissue_T2DM_vs_PTDM	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	12	Not detected or not mapped	ACTG1 was not detected or not mapped in proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes (PXD054937).
C20	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	T2DM	PTDM	6	6	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs PTDM	PXD054937\nT2DM>PTDM	PXD054937_tissue_T2DM_vs_PTDM	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	12	Not detected or not mapped	DNAH9 was not detected or not mapped in proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes (PXD054937).
C20	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	T2DM	PTDM	6	6	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs PTDM	PXD054937\nT2DM>PTDM	PXD054937_tissue_T2DM_vs_PTDM	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	P22352	P22352	Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2	-0.038033906567648	0.8735612927428966	0.9797242162796868	0.038033906567648	not_tiered	down_in_case	same_direction	weak_same_direction	12	Detected, same direction, weak/non-tiered	GPX3 had external log2FC=-0.038033906567648 with FDR=0.9797242162796868 in proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes (PXD054937); status=weak_same_direction.
C20	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	T2DM	PTDM	6	6	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs PTDM	PXD054937\nT2DM>PTDM	PXD054937_tissue_T2DM_vs_PTDM	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275	von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4	0.3097663137475894	0.2521761745645097	0.9089520388310324	0.3097663137475894	not_tiered	up_in_case	same_direction	weak_same_direction	12	Detected, same direction, weak/non-tiered	VWF had external log2FC=0.3097663137475894 with FDR=0.9089520388310324 in proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes (PXD054937); status=weak_same_direction.
C20	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	T2DM	PTDM	6	6	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs PTDM	PXD054937\nT2DM>PTDM	PXD054937_tissue_T2DM_vs_PTDM	C4B	-4.150000000000002	down_in_chronic	True	C4B	P0C0L5	P0C0L5	Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2	0.2481396314912469	0.1456793062683523	0.9089520388310324	0.2481396314912469	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	12	Detected, opposite direction, weak/non-tiered	C4B had external log2FC=0.2481396314912469 with FDR=0.9089520388310324 in proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes (PXD054937); status=weak_opposite_direction.
C20	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	T2DM	PTDM	6	6	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs PTDM	PXD054937\nT2DM>PTDM	PXD054937_tissue_T2DM_vs_PTDM	CD44	1.5799999999999983	up_in_chronic	True	CD44	P16070	P16070	CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3	0.124445402441264	0.4777432380466008	0.9089520388310324	0.124445402441264	not_tiered	up_in_case	same_direction	weak_same_direction	12	Detected, same direction, weak/non-tiered	CD44 had external log2FC=0.124445402441264 with FDR=0.9089520388310324 in proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes (PXD054937); status=weak_same_direction.
C20	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	T2DM	PTDM	6	6	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs PTDM	PXD054937\nT2DM>PTDM	PXD054937_tissue_T2DM_vs_PTDM	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	P36980	P36980	Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1	0.4969424088993497	0.1209616334221647	0.9089520388310324	0.4969424088993497	not_tiered	up_in_case	same_direction	weak_same_direction	12	Detected, same direction, weak/non-tiered	CFHR2 had external log2FC=0.4969424088993497 with FDR=0.9089520388310324 in proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes (PXD054937); status=weak_same_direction.
C20	Kidney/urinary	proximal tubule tissue context	Human FFPE proximal tubule diabetes-related tissue context	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	T2DM	PTDM	6	6	human	tissue_context_proximal_tubule	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054937 | T2DM vs PTDM	PXD054937\nT2DM>PTDM	PXD054937_tissue_T2DM_vs_PTDM	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	Q06033	Q06033	Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2	0.4470266925837478	0.1127326150915097	0.9089520388310324	0.4470266925837478	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	12	Detected, opposite direction, weak/non-tiered	ITIH3 had external log2FC=0.4470266925837478 with FDR=0.9089520388310324 in proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes (PXD054937); status=weak_opposite_direction.
